Title,Content,Date,Rating
Magasin propre Scionzier,"Magasin propre, bien entretenu. Jolie mise en place des nouveautés et des rayons. Pas trop d’attente en caisse. J’avais une question spécifique sur un arrivage la responsable a su y répondre parfaitement. Très professionnelle et agréable. Je conseille vivement le magasin.",2020-09-13,medium
40% augmentation,"j ai acheté de la lazure comme tout les ans aux prix de 12,99 euros pour 5 litres et la une augmentation incroyable à 19,99 euros pour 5 litres j'ai dons contacté la direction ils ont bien vue qui avait une augmentation  ce qui est énorme je leur est même envoyé une photo de chez LIDL qui avait le même produit en ce moment à 12,99 euros Au bout de 3 semaines pour me dire que non c'est bien aux prix de 19,99 euros et que les autres années c'était des promotions  6 ans quand même que je le paie  à 12,99 euros 40% d'augmentation c'est énorme",2020-09-08,medium
Vous avez dit Hard Didcount,"Vous avez dit Hard Discount ? Foutaise ! Le melon affiché à 1.69€ facturé 2.25€ lors du passage en caisse chez Aldi Vernon (27200) les crevettes roses à 4.99€ les 400g soit 12.47€ le kg que l'on trouve à 11€ chez Carrefour et Leclerc, on continue les exemples...?",2020-09-02,medium
Aldo Honfleur,Aldo HonfleurTrop d attente à la caisse car ce n est pas la peine d avoir 4 caisses et d en ouvrir 1 seule quand 15 personnes font la queue,2020-08-17,medium
ALDI Dreux..,"ALDI Dreux... J'ai connu ce magasin à son ouverture tout était nickel, je suis revenue dans la région, j'y suis retournée pour la 1ère fois ce matin, magasin très sale, rayons vides, fruits et légumes immondes ou pleins de petites mouches volaient, bref je n'y remettrai plus jamais les pieds",2020-08-10,medium
Nouveau Aldi scionzier,"Nouveau Aldi scionzier personnes pas de clients dans le magasin . Prix super cher et la caissière à tout juste dit bonjour . Je crois qu'il on pas compris le concept être aimable , souriant avec les clients. Je ne reviendrais plus . Dommage.",2020-08-07,medium
Aldi Montauban arnaque aux soldes…,"Aldi Montauban est devenu vraiment moyen, ils ont mis des articles en soldes mais arnaque complet, ils ont fait des étiquettes monsengeres prétextant une baisse du prix hors, c'est le prix de départ donc aucune remise mais visuellement ils ont tout fait pour nous faire croire que s'est soldé. C'est une honte. Heureusement nous les clients ne sommes pas dupes, on a bien vu l'arnaque.Merci Aldi Montauban, votre réputation est en jeu. décevant, dans quel monde on vit, sachant que ce n'est pas les plus fortunés qui y vont faire leur couse.",2020-07-31,medium
De plus en plus cher ..,De plus en plus cher ... on se demande bien pourquoi !!!,2020-07-28,medium
pas de - 50 %,"bonjour,aldi est le seul magasin qui ne baisse pas le prix de 50 %, quand l'achat se fait le jour de la péremption (ex : blanc de poulet Corril) :-((((((((((((((((((((((((c'est pas faute d'avoir demandé à une employéecordialement",2020-07-27,medium
Bonjour Aldi la Ville-du-Bois…,Bonjour Aldi la Ville-du-Bois aujourd'hui 17h15 ou 8 personnes sur une seule caisse je demande gentiment d'appeler une autre caissière pour ouvrir on me répond tant qu'il y a pas de chariot plein je ne fais pas ouvrir d'autre caisse cela veut dire qu'on période de coronavirus on préfère chez Aldi se laisser entasser les gens dans un couloir au lieu de faire circuler les gens et en plus on ose me dire que c'est comme ça et pas autrement autant vous dire que Aldi la Ville-du-Bois comme Aldi en général je fais bye bye j'espère qu'un responsable de ce magasin lira ceci c'est s'est passé aujourd'hui samedi 25 juillet 17h15 Aldi la Ville-du-Bois bonne lecture,2020-07-25,medium
Aldi bethoncourt,"Aldi bethoncourtLa responsable des rayons forte corpulence, la quarantaine ou plus ..mauvais caractère..en caisse . antipathique, pas un bonjour, elle vous demande le montant sans le svp..pas un merci ni au revoir .Cette femme me donne la chair de poule. Elle pense que l'argent qui lui permet d'avoir un salaire pousse dans les arbres .Pauvre aldi cette femme vous fera plus fuir vos client que autre chose.jesper que un responsable de cette établissement pouras tenir compte de mon commentaire et faire bouger les choses parce que cest pas la première fois que cette femme a un comportement inadmissible.",2020-07-21,medium
Lorsque les clients précédents paient…,"Lorsque les clients précédents paient avec de l'argent sale, il serait appréciable que la caissière se passe un peu de gel sur les doigts avant de toucher mes articles!!!!!",2020-07-21,medium
Honteux !,"J'ai acheté 2 barquettes de cerise sous plastique, le lendemain elles ont fini à la poubelle , meme en tarte c'était immangeable ! Au lieu de vous préoccuper du timing de la mise en rayon le matin pour les fruits et légumes et de mettre la pression sur les employés pour aller plus vite  , les managers feraient mieux de vérifier l'état des produits mis en rayon .. Garantie fraicheur ! Fraicheur de la chambre froide surement !",2020-07-17,medium
Caissière qui se mouche devant vous,"Caissière qui se mouche devant vous, et obliger de lui demander de se desinfecter les mains avant qu'elle touche mes articles en plein Covid.",2020-07-14,medium
Aldi Toulouse Borderouge,"Aldi Toulouse Borderouge, peut etre un changement de gérent, dans tous les cas ce samedi 27 juin 2020 , la politesse et le sourire n'étaient pas au programme. Tant pis , maintenant  j'irai au leader price juste en face.Bref, comment faire fuir les clients...",2020-06-29,medium
Satisfait,"Je fais mes courses depuis plusieurs années dans ce genre de magasin et je suis très satisfait. Les magasins sont toujours bien achalandés, les produits sont très bons et moins chers. Les magasins sont toujours propres et le personnel est très souvent aimable. Ce que j’aime c’est qu’on ne passe 3h à faire ses courses... en 30 min max on peut faire des grosses courses alors que ça nous prendrais + du double dans une plus grosse enseigne. Un seul petit regret, la qualité de certains fruits/légumes et un choix de viande un peu limité.",2020-06-25,medium
Publicité débile,Publicité débile. Ca donne franchement pas envie.,2020-06-24,medium
acheter   une  scie   sabre  le  …,acheter   une  scie   sabre  le   27-05-2020  et  en   panne  le   19-05-2020,2020-06-19,medium
Jai fait des courses a Aldi de avenue…,"Jai fait des courses a Aldi de avenue thiers Bordeaux ,le ticket s'élève a 144 € je voulais régler avec un billet de 500€  et ben refusé ,que c'est non  m'a dit une responsable ,j'ai dit qu' ils n'ont pas le droit de refuser elle répond c'est  in..ter..dit..  ..avec arrogance et ma dit d'aller faire la monnaie ,chose qui n'a pas été facile ,...... il va falloir qu'ils se mettent   a la page sur les lois ....c'est lamentable .....je n'i retournerai plus ...je laisserai mon argent ailleurs ...",2020-06-18,medium
Je viens de faire l'acquisition d'un…,Je viens de faire l'acquisition d'un robot tondeuse à gazon R800EASY.Il marche parfaitement mais il ne tond pas.Quelqu'un a t'il fait le même achat que moi et rencontre le même problème.Des nouvelles SVP.,2020-06-15,medium
prix en hausse attention ALDI  faut pas nous faire payer la pub télé,je vais presque plus a carrefour bercy 2 a charenton car un étage en moins plus le choix d'avant  mais surtout les prix beaucoup plus cher qui s'envole  c'est pourquoi je vais chez ALDI  moins de choix sur et moins cher mais depuis un bon moment les prix on sérieusement augmenter  et cela depuis la crise j'ai vu hier sur ma note pour les même article  12€ de plus  attention ALDI le client peut voir ailleurs maintenant question amabilité alors la  inconnu dans le magasin pas un sourire un mot aimable a la caisse  toujours de l'expédié toujours sans sourires faudrait peut-être leurs  apprendre ce magasin est désagréable pour cela question propreté rien a redire  magasin bien ranger et très claire  il y a des produit que l'on ne trouve pour d'autres moins  bien  MAGASIN DE PLUS EN PLUS CHER,2020-06-14,medium
Un magasin toujours propre,"Un magasin toujours propre. Il est rare que je ne trouve pas un produit. Aujourd'hui j'ai essayé le cocktail de fruits de mer. C'est Top. Je suis cliente au ALDI de Marquette, près de Lille. De nature exigeante, je remercie le personnel toujours agréable.",2020-06-13,medium
Satisfait de ce magasin malgré tout,"Satisfait de ce magasin (71170 Chauffailles) on y vient en connaissant le fonctionnement ,et les caissières sont sympas...et depuis qq temps de + en + de clients.",2020-06-13,medium
Agréablement surprise,"Agréablement surprise, ALDI Villefranche !! Magasin propre, bien achalandé,personnel aimable et dévoué.Bravo à l'équipe !",2020-06-12,medium
Enseigne qui gagne a être connue,"Enseigne qui gagne a être connue, malgré les avis négatifs en même temps je ne suis pas étonnée !De bons produits rapport qualité prix, propre.",2020-06-11,medium
magasin lamentable en matière de droit…,magasin lamentable en matière de droit du travail et des salaries qui sont exploités et qui finissent par ce faire licencier pour des fausses accusations de harcèlement ou de vol.allez voir ce qui se passe dans le magasin en Savoie et en plus ils sont même pas capable de donner leurs denrées a des associations car elle finissent dans des poubelles ou les gens viennent chercher pour revendre au hlm de Montmélian.cote hygiène les chambres froides et les congélateurs tombent régulièrement en panne et le magasin est très saleje vous conseille le Lidl tous neuf de montmelian à 1 km,2020-06-08,medium
"Produits Aldi, toujours les meilleurs qui disparaissent","En zone rurale, je n'ai pas le choix vu les kilomètres à parcourir. De plus, mon magasin habituel (+25 km AR) n'est pas le pire surtout pour la queue aux caisses qui est rarement excessive (vers 13 h) surtout par rapport à LIDL (62 km AR). Les caissières ne sont pas désagréables.Pourtant, j'ai mes habitudes pour les produits dont je suis satisfait et je n'apprécie pas de ne pas ou plus les trouver comme :- les pommes Pink Lady remplacées par Jazz Scifresh que je trouve nettement moins bonnes à mon goût,- plus de beurre sur deux semaines de mes passages en mai,- plus d'œuf, plus de lait 1/2 écrémé, plus de Perrier (que de l'eau trop salée) sauf maintenant la Salvetat... çà ne devrait pas arriver sur des produits aussi courant de grande consommation- plus de choucroute sous emballage- plus le choix des confitures Tamara 75% de fruits (juste la série Cerise, Mure) depuis environ 6 mois, très bonnes, mais j'aime bien un peu de diversitéC'est vrai aussi que les produits matériel (électriques, électroniques...) ne durent pas (surtout pas 3 ans) et la garantie est dissuasivement compliquée (pourquoi pas par dépôt au magasin comme le rend possible la loi). Exemple fréquent : lampe électrique dont l'interrupteur lâche très vite.C'est décevant surtout quand on n'a pas le choix.",2020-06-08,medium
Bonjour pour moi aucune étoile service…,"Bonjour pour moi aucune étoile service SAV et client NUL...ou est passé la réaction Aldi ...des problèmes résolus dans la jounée ??????,Un mois de relance pour la prise en charge de garantie et toujours le même message mais toujours pas de contact pour un scarificateur lui aussi toujours en panne ??????",2020-06-01,medium
ça des nouveaux consommateurs ??????,"les ""nouveaux consommateurs"" d'Aldi, on leur mettrait des claques !!(un sourire ça ne coûte rien !)manifestement de petits imbéciles qui doivent vivre aux crochets de leurs parents et sûrement pas prêts de bosser pour payer leur consommation  chez Aldi !!une pub nulle !Jcq & Cld",2020-05-28,medium
Mauvais de chez mauvais,"C'est sur qu'on ne vient chez Aldi ni pour l'accueil ni pour le conseil, même si les prix prennent régulièrement une claque (leur pub télévisée du nouveau consommateur doit coûter cher).On regrettera :- les erreurs de caisse récurrentes (non concordance avec le prix affiché) ;- les -30% ds produits à date courte souvent pas appliqués- les dates de consommation souvent périmées- la caissière qui prend sa pause quand c'est à votre tour alors que vos affaires sont sur le tapis.- la caissière qui vous fait sortir le pack d'eau et poser sur le tapis pour voir si vous n'avez rien caché dessous. C'est en désaccord total avec la recommandation n° 440 de la Caisse Nationale d’Assurance Maladie, mais comme aucune sanction n'est prévue...- le gel alcoolique en libre service à l'entrée remplacé par du produit à vitres (!)- le vigile qui vous suit à un mètre dans les rayons, mais qui laisse sortir les gens ""de la communauté"" en rigolant, alors qu'ils font sonner le portique.Globalement c'est pas cher mais les produits sont vraiment de l'entrée de gamme (y compris alimentaire fruits et légumes, ou viande).Dans le même ordre d'idée, on évitera l'outillage électrique, le matériel électronique et de jardin. La qualité n'y est pas et le SAV est inexistant.Hormis le peu de choix de l'enseigne, on sera particulièrement vigilant sur le prix payé en caisse et les DLC.",2020-05-27,medium
